user_id,survey_type,response
8778,Sports,Yes
19246,Politics,No
16945,Fashion,Yes
1583,Fashion,Yes
10222,Politics,No
6289,Sports,Neutral
15600,Technology,Yes
18269,Travel,Yes
6237,Travel,Neutral
23123,Sports,Neutral
29832,Finance,No
5367,Travel,Neutral
24846,Travel,Yes
1340,Technology,No
9232,Technology,Neutral
11725,Politics,Neutral
6608,Travel,No
27992,Politics,No
9892,Travel,No
25145,Travel,Neutral
19180,Sports,Yes
11500,Travel,No
3092,Travel,Yes
24282,Fashion,No
18668,Sports,No
378,Travel,No
26062,Politics,Neutral
7953,Travel,Yes
11137,Finance,Yes
29156,Fashion,No
24602,Politics,No
25923,Politics,Neutral
4215,Politics,Neutral
4830,Travel,Neutral
28896,Finance,Yes
27033,Sports,Neutral
23366,Politics,Yes
6564,Technology,Neutral
21680,Travel,No
27053,Travel,Neutral
2273,Travel,Yes
2757,Travel,No
9928,Finance,Neutral
10736,Technology,Neutral
2873,Finance,Neutral
14009,Fashion,No
11160,Technology,No
14541,Sports,Yes
27950,Finance,Yes
16372,Politics,No
4570,Politics,No
20392,Technology,Yes
27531,Fashion,No
13717,Travel,Yes
23165,Finance,No
29260,Fashion,No
26911,Fashion,Neutral
1393,Sports,Neutral
19298,Technology,Neutral
1241,Finance,Neutral
12881,Politics,Neutral
12584,Sports,Neutral
5212,Fashion,No
3334,Finance,Yes
19234,Finance,Neutral
837,Fashion,No
4887,Finance,Neutral
3581,Finance,Neutral
16780,Travel,No
20198,Fashion,Neutral
6546,Travel,No
11008,Finance,No
26612,Technology,Yes
15335,Fashion,Neutral
97,Politics,Yes
20704,Politics,Neutral
980,Technology,Yes
12459,Fashion,No
5007,Sports,Neutral
11342,Travel,Neutral
23220,Fashion,No
24706,Travel,Yes
19159,Fashion,Neutral
23238,Technology,Neutral
9232,Finance,Yes
21805,Politics,No
28871,Fashion,Yes
9136,Sports,Yes
11895,Technology,Neutral
17272,Sports,Yes
18571,Fashion,Neutral
10188,Travel,Yes
26990,Technology,Yes
13960,Finance,Neutral
8040,Fashion,Neutral
19740,Sports,Neutral
9626,Finance,Yes
6878,Politics,No
24112,Politics,Yes
3892,Fashion,Yes
13018,Fashion,Yes
23146,Sports,Neutral
14248,Sports,No
23441,Travel,Yes
22714,Finance,No
8069,Travel,Neutral
28428,Finance,Yes
6908,Technology,Yes
5735,Finance,Neutral
15169,Politics,No
12889,Technology,No
9853,Travel,Yes
26133,Fashion,Yes
9482,Politics,Neutral
4885,Finance,Neutral
3671,Fashion,Yes
16814,Fashion,No
23724,Finance,Yes
13572,Politics,No
18461,Technology,Yes
374,Technology,No
4101,Fashion,Yes
29172,Travel,Neutral
1981,Travel,Yes
6870,Travel,Yes
12371,Sports,Neutral
16820,Finance,Yes
18812,Fashion,Yes
23808,Politics,No
21328,Finance,Neutral
11740,Finance,Yes
19066,Technology,Neutral
26864,Technology,No
6488,Travel,Yes
19654,Fashion,Yes
24275,Travel,No
19537,Finance,Yes
2645,Travel,No
27037,Finance,Neutral
9419,Technology,Neutral
9075,Technology,Neutral
14100,Travel,Neutral
18080,Technology,Neutral
6279,Finance,No
7676,Travel,Neutral
11184,Sports,Neutral
3544,Fashion,Neutral
22863,Travel,Yes
20316,Politics,Neutral
11185,Politics,No
662,Fashion,Yes
16844,Finance,Yes
1802,Technology,Yes
28472,Fashion,Neutral
13016,Fashion,Yes
11071,Sports,Neutral
3709,Travel,Yes
4683,Fashion,Yes
9866,Politics,No
29198,Sports,Neutral
27230,Politics,Neutral
4636,Technology,Yes
3017,Technology,Yes
28062,Fashion,Yes
8731,Politics,No
6539,Finance,Neutral
8586,Sports,Neutral
21000,Technology,Yes
445,Politics,Yes
10710,Finance,No
29564,Politics,No
1574,Politics,No
16714,Fashion,Neutral
24270,Politics,Yes
28833,Fashion,Neutral
29338,Technology,Neutral
542,Fashion,Neutral
15618,Travel,No
10121,Technology,No
6882,Fashion,Yes
19023,Finance,Yes
25112,Travel,No
10582,Politics,Neutral
10632,Travel,No
1688,Travel,Neutral
18197,Sports,Neutral
10336,Politics,No
13277,Sports,Neutral
8965,Fashion,Neutral
21772,Politics,No
18788,Finance,No
16170,Fashion,No
1474,Travel,Neutral
7228,Sports,Yes
15275,Technology,Neutral
7779,Sports,No
23253,Technology,Neutral
21264,Technology,Yes
25481,Sports,No
19219,Sports,Neutral
19049,Sports,No
20759,Finance,No
14176,Travel,No
18407,Travel,No
22419,Finance,Yes
13534,Technology,No
6097,Travel,Neutral
9586,Finance,No
28943,Technology,No
24711,Sports,Neutral
23524,Fashion,Yes
16736,Finance,Yes
12492,Technology,No
21641,Sports,Neutral
4714,Finance,Neutral
25316,Fashion,Yes
13844,Sports,Yes
11709,Finance,No
29262,Technology,No
11726,Politics,No
15351,Politics,No
2803,Travel,No
12742,Fashion,Neutral
22082,Sports,Yes
871,Finance,No
5817,Sports,Yes
19626,Fashion,Yes
25882,Finance,Neutral
17189,Finance,No
29853,Fashion,Neutral
24072,Politics,Yes
14162,Finance,No
21159,Travel,No
19354,Politics,Yes
9955,Sports,No
20425,Technology,No
20978,Politics,No
10010,Politics,Neutral
28009,Travel,No
14655,Finance,Neutral
13174,Sports,Neutral
19745,Politics,Neutral
19899,Finance,No
10510,Sports,No
20869,Finance,Yes
3354,Sports,Yes
20897,Politics,Neutral
13671,Sports,Yes
14164,Politics,No
9960,Sports,Neutral
3406,Finance,No
25299,Sports,Yes
28288,Fashion,Yes
14367,Fashion,Neutral
6085,Sports,Yes
28735,Technology,No
18565,Politics,Neutral
15993,Politics,Yes
9303,Finance,Neutral
27970,Travel,Yes
17030,Sports,Neutral
26908,Finance,Neutral
24067,Travel,No
25399,Travel,Neutral
21768,Finance,Yes
29809,Travel,Neutral
26145,Politics,Yes
2187,Travel,Yes
10535,Travel,No
8800,Sports,Neutral
25950,Finance,No
9922,Finance,Neutral
10909,Technology,Neutral
11717,Fashion,Neutral
6520,Fashion,Yes
20680,Sports,Neutral
28160,Sports,No
11773,Fashion,No
347,Technology,Yes
18111,Politics,Yes
16455,Finance,Yes
9179,Travel,No
24135,Travel,Neutral
6912,Travel,No
25588,Travel,Neutral
5426,Fashion,No
17690,Sports,Yes
212,Finance,No
3716,Fashion,Neutral
18615,Travel,Neutral
5380,Finance,Yes
17035,Politics,Yes
2044,Fashion,No
4041,Politics,No
1750,Finance,Neutral
1719,Politics,Yes
6742,Technology,No
23525,Technology,Yes
1502,Travel,Yes
3462,Fashion,Neutral
15224,Sports,No
9207,Politics,Neutral
6758,Sports,Neutral
264,Sports,No
5324,Fashion,Yes
11296,Sports,No
24174,Politics,No
6504,Finance,No
19540,Fashion,No
10570,Politics,Neutral
20635,Sports,Neutral
16059,Fashion,Neutral
13808,Finance,Neutral
29119,Fashion,Neutral
18494,Politics,No
25698,Travel,Neutral
15648,Technology,Neutral
17773,Sports,Yes
22176,Finance,No
8745,Politics,Neutral
4520,Fashion,No
26500,Technology,Neutral
20453,Sports,Neutral
25088,Technology,No
175,Sports,Neutral
10170,Politics,Neutral
15506,Technology,Yes
26611,Politics,No
11201,Sports,No
10071,Fashion,Neutral
7829,Technology,Neutral
22673,Travel,No
19835,Travel,No
11143,Technology,Yes
1176,Finance,Neutral
18502,Politics,Yes
22545,Technology,Yes
19161,Technology,Neutral
12827,Fashion,Neutral
11079,Technology,No
69,Fashion,Neutral
22135,Sports,No
11168,Fashion,Neutral
19386,Technology,Yes
19774,Travel,Yes
11720,Sports,No
4473,Fashion,Neutral
14820,Travel,Yes
2788,Technology,Neutral
23925,Fashion,Neutral
615,Travel,Yes
16509,Politics,Neutral
27811,Sports,No
15670,Finance,No
11887,Finance,Yes
10114,Politics,Neutral
4770,Technology,No
7983,Fashion,Yes
20844,Finance,Yes
11117,Technology,Neutral
16262,Finance,Neutral
1095,Finance,Yes
22777,Travel,Yes
10030,Sports,Neutral
29279,Travel,Neutral
27043,Finance,Neutral
4377,Fashion,No
9653,Politics,No
2791,Travel,Yes
7992,Politics,Neutral
4474,Sports,No
28592,Sports,No
7103,Finance,No
29817,Fashion,Neutral
16069,Travel,Yes
27942,Fashion,Yes
16181,Technology,Neutral
28120,Finance,Neutral
1516,Fashion,No
13289,Sports,Yes
15242,Travel,No
1145,Politics,No
14139,Finance,Neutral
21368,Technology,Neutral
25443,Fashion,Yes
27516,Fashion,Neutral
3843,Technology,No
24124,Sports,Neutral
7238,Politics,Yes
21264,Sports,Neutral
21486,Politics,Neutral
11106,Travel,Yes
22733,Travel,No
1327,Fashion,Yes
2208,Finance,Neutral
22627,Technology,Yes
4663,Fashion,No
26873,Fashion,Yes
12524,Sports,No
7519,Technology,Yes
7362,Politics,Yes
18102,Technology,No
15043,Sports,Neutral
12192,Finance,Neutral
159,Finance,Yes
7526,Travel,Neutral
25827,Politics,Yes
2634,Fashion,No
27357,Politics,No
23341,Politics,Neutral
16212,Fashion,No
12640,Politics,Neutral
18262,Politics,Yes
20,Technology,Neutral
456,Travel,No
17078,Fashion,Neutral
9992,Travel,Yes
29440,Technology,Neutral
3383,Politics,No
15841,Finance,Yes
10890,Politics,Neutral
12988,Fashion,No
7927,Sports,Yes
3929,Travel,No
4704,Finance,Yes
5753,Politics,No
7603,Sports,No
27465,Finance,Yes
19071,Fashion,No
25257,Technology,Yes
2624,Fashion,No
2303,Politics,No
2729,Finance,Yes
25152,Sports,Yes
18586,Politics,Neutral
19018,Finance,Yes
18965,Fashion,Neutral
10965,Politics,No
3909,Travel,No
21064,Fashion,Yes
28923,Travel,Yes
10484,Travel,Yes
28997,Fashion,Neutral
2585,Finance,Yes
26933,Technology,No
19327,Sports,Yes
22842,Fashion,Neutral
17250,Fashion,No
13923,Travel,Yes
29544,Sports,No
24681,Sports,Yes
18885,Fashion,Yes
16910,Sports,Yes
5706,Politics,Neutral
29101,Politics,No
14462,Fashion,Yes
17704,Finance,No
27238,Finance,No
20031,Politics,Yes
12619,Politics,Yes
3945,Technology,Neutral
14874,Fashion,Neutral
12798,Politics,Neutral
2084,Technology,No
10045,Technology,Yes
23744,Politics,Yes
7310,Travel,Neutral
2311,Travel,Yes
8235,Finance,Neutral
18236,Fashion,Yes
14896,Sports,No
3413,Travel,Neutral
8165,Politics,Neutral
15967,Finance,No
29160,Travel,No
16173,Sports,Neutral
15257,Sports,Neutral
7465,Fashion,Yes
29592,Fashion,No
25850,Fashion,Neutral
18158,Travel,No
19126,Finance,No
21939,Finance,Neutral
18863,Finance,Neutral
11035,Fashion,Yes
16224,Fashion,No
21177,Sports,No
27305,Travel,Yes
1990,Fashion,Yes
12847,Sports,Yes
4301,Technology,Yes
20488,Technology,No
28832,Travel,No
14039,Politics,Yes
11114,Sports,No
15797,Politics,No
20898,Finance,Neutral
29367,Sports,Neutral
3121,Fashion,Yes
19726,Fashion,Yes
5743,Sports,Yes
27774,Politics,Yes
12503,Politics,Yes
17480,Finance,Neutral
15051,Politics,No
29700,Technology,Yes
16770,Sports,No
16634,Travel,Yes
26422,Finance,No
16764,Sports,Yes
16900,Finance,Neutral
23413,Technology,No
16540,Travel,Neutral
12776,Fashion,Neutral
28069,Sports,Neutral
6713,Travel,Neutral
25708,Technology,Neutral
24854,Sports,No
8486,Travel,No
12438,Finance,Yes
27927,Fashion,Yes
1357,Finance,Neutral
25248,Fashion,Neutral
8063,Politics,Yes
4808,Politics,Yes
17865,Finance,Neutral
6997,Sports,Yes
15927,Technology,Neutral
16716,Technology,No
15395,Travel,Yes
15339,Finance,Yes
14042,Travel,Neutral
17066,Fashion,Neutral
13171,Sports,No
8211,Travel,Neutral
7406,Sports,Yes
14149,Sports,Yes
21602,Politics,Yes
12162,Politics,No
21874,Politics,Yes
12647,Travel,No
3194,Finance,No
24657,Fashion,No
26311,Politics,Neutral
22947,Travel,Neutral
17958,Finance,Yes
21035,Sports,No
26900,Travel,Yes
10317,Travel,No
11255,Finance,No
7433,Finance,No
15947,Sports,No
19811,Sports,No
20235,Technology,Neutral
19183,Finance,No
25640,Travel,Yes
22917,Politics,No
7745,Finance,Neutral
12527,Travel,No
4241,Travel,Yes
11229,Fashion,No
10388,Finance,No
3303,Fashion,Yes
15786,Fashion,Neutral
17977,Politics,Yes
14493,Technology,Neutral
24936,Sports,Neutral
27916,Travel,Neutral
2241,Travel,No
27995,Travel,Yes
3989,Technology,Neutral
18007,Technology,Yes
1789,Travel,Yes
18557,Politics,Neutral
3914,Politics,Yes
20107,Politics,No
7141,Travel,Yes
15532,Sports,Yes
25409,Travel,No
6047,Technology,Neutral
10636,Sports,Yes
24528,Finance,No
9756,Sports,Yes
26211,Sports,No
3246,Sports,Yes
19306,Politics,No
3520,Finance,No
19540,Fashion,No
3976,Travel,Neutral
7469,Finance,Yes
29997,Fashion,Yes
10202,Fashion,Neutral
22,Travel,Yes
19140,Finance,No
21508,Travel,No
19366,Fashion,Neutral
1271,Sports,No
6703,Travel,Yes
28341,Technology,No
24145,Fashion,Neutral
27881,Technology,Neutral
23301,Finance,No
21460,Politics,Yes
21296,Politics,Neutral
19685,Travel,No
22927,Travel,Neutral
27335,Travel,Yes
28227,Finance,No
7689,Politics,No
24887,Technology,No
17439,Travel,Yes
24304,Sports,No
8925,Technology,Neutral
22202,Travel,No
2048,Sports,No
2138,Sports,Neutral
28988,Fashion,Yes
27983,Technology,No
12161,Finance,No
12646,Finance,Neutral
8313,Sports,Neutral
22789,Finance,Yes
25962,Fashion,Neutral
5445,Travel,No
12233,Technology,No
19067,Politics,Yes
19247,Politics,Neutral
3670,Politics,Neutral
8858,Politics,Yes
1802,Finance,Yes
17984,Politics,No
29972,Politics,No
12708,Finance,Yes
24319,Sports,No
16979,Finance,Neutral
14905,Finance,Yes
3470,Travel,Neutral
25511,Fashion,Neutral
13820,Travel,Yes
22972,Politics,Neutral
12410,Technology,No
13491,Politics,Yes
27851,Travel,Neutral
9748,Sports,Yes
15894,Technology,Neutral
14672,Travel,No
18122,Sports,Neutral
9226,Fashion,Neutral
15447,Sports,No
29074,Politics,Yes
14369,Fashion,No
17613,Technology,Yes
20490,Fashion,Neutral
13001,Fashion,No
20359,Sports,Yes
7900,Politics,Neutral
19402,Politics,No
9088,Technology,No
12740,Technology,No
14900,Travel,No
24853,Sports,Neutral
26484,Travel,No
24238,Finance,Neutral
23115,Travel,No
5920,Technology,Yes
29,Sports,No
8145,Finance,Yes
6810,Sports,No
16777,Sports,Neutral
21940,Finance,Neutral
25363,Politics,Neutral
19864,Sports,Neutral
10098,Fashion,No
8996,Finance,Neutral
9191,Travel,Yes
13519,Technology,Yes
13566,Finance,Yes
16982,Finance,Neutral
5415,Fashion,Yes
23866,Sports,Neutral
6942,Technology,No
25943,Finance,No
1063,Finance,No
1692,Travel,Yes
16866,Politics,No
4633,Technology,Yes
7549,Politics,Neutral
27048,Fashion,No
27093,Finance,No
25084,Politics,Yes
24798,Travel,No
8888,Politics,Yes
27566,Finance,Neutral
15653,Technology,No
14199,Travel,Neutral
2825,Technology,Yes
15318,Politics,Neutral
215,Finance,Neutral
27220,Politics,Yes
5182,Travel,No
16034,Fashion,Neutral
9864,Technology,Yes
9293,Finance,Neutral
3532,Finance,No
3039,Politics,No
29665,Technology,No
718,Travel,Neutral
22541,Finance,Yes
26348,Politics,Neutral
2527,Sports,No
11439,Sports,No
29929,Technology,No
12425,Fashion,Yes
22307,Travel,No
17508,Politics,No
5596,Finance,Yes
17504,Fashion,No
4906,Finance,Yes
6385,Sports,Neutral
24535,Fashion,Neutral
21689,Fashion,Neutral
7991,Fashion,Neutral
23544,Travel,Neutral
9398,Fashion,No
20642,Fashion,Yes
5297,Sports,Neutral
28819,Sports,Yes
25466,Technology,No
5240,Sports,Neutral
24552,Politics,Neutral
16895,Technology,Yes
20332,Fashion,Neutral
1335,Sports,Yes
4141,Politics,Yes
16285,Technology,No
4417,Sports,Yes
25963,Travel,Yes
21863,Finance,Neutral
20509,Fashion,Yes
17885,Travel,Neutral
10749,Politics,Yes
19435,Travel,Yes
1901,Fashion,Neutral
22301,Finance,Yes
29125,Travel,Neutral
21090,Politics,No
11584,Sports,No
29545,Sports,Yes
7282,Politics,Neutral
8035,Politics,Neutral
7557,Travel,Yes
19727,Fashion,No
4450,Finance,No
1956,Finance,Neutral
21344,Fashion,Yes
22523,Finance,Yes
1399,Sports,No
2690,Politics,No
18453,Technology,Yes
20120,Travel,Yes
19135,Technology,Neutral
29900,Finance,Yes
8540,Fashion,Yes
15848,Travel,Yes
10744,Travel,Neutral
22607,Technology,Neutral
18939,Fashion,Neutral
13270,Politics,Neutral
25896,Politics,No
17312,Technology,Neutral
21616,Finance,No
24244,Finance,No
25802,Fashion,Yes
3319,Sports,Yes
16520,Technology,Neutral
666,Politics,Neutral
20405,Finance,Yes
4943,Finance,Yes
436,Finance,Neutral
25737,Politics,Neutral
24821,Travel,Yes
5571,Politics,No
8344,Finance,No
4560,Sports,Neutral
29226,Politics,Neutral
22658,Finance,No
26256,Politics,Yes
10666,Finance,Yes
7684,Sports,Neutral
24217,Fashion,Neutral
9114,Sports,Yes
7613,Sports,Yes
22702,Finance,No
5794,Politics,Neutral
26167,Politics,No
26484,Travel,No
24054,Finance,Neutral
8922,Politics,No
16019,Sports,Yes
6378,Politics,Neutral
9550,Travel,Yes
16231,Travel,No
3607,Finance,Yes
12748,Travel,Neutral
1572,Fashion,Neutral
2427,Politics,Neutral
5782,Politics,Yes
9496,Politics,No
6710,Sports,No
19811,Technology,No
9153,Fashion,Neutral
14351,Travel,Yes
8370,Politics,Neutral
617,Finance,No
29923,Travel,No
22287,Fashion,Yes
6251,Politics,Yes
6730,Sports,Neutral
24604,Fashion,Neutral
26794,Sports,Neutral
13771,Sports,Neutral
2381,Fashion,Neutral
15332,Travel,No
15964,Sports,No
18898,Travel,Neutral
3483,Fashion,Yes
26672,Politics,Neutral
24310,Finance,Neutral
20330,Sports,No
8557,Travel,No
15600,Fashion,Neutral
13859,Politics,No
26171,Finance,Neutral
5150,Fashion,Yes
7252,Finance,Yes
25460,Sports,Yes
27991,Travel,Yes
23421,Finance,Neutral
19341,Politics,Yes
11489,Fashion,Neutral
11415,Travel,No
12770,Fashion,Neutral
10441,Sports,Neutral
1650,Finance,Yes
28190,Sports,Yes
27846,Politics,No
23840,Technology,Neutral
24134,Politics,No
11601,Travel,Neutral
2104,Fashion,No
14944,Finance,Neutral
17428,Finance,Neutral
4774,Fashion,Yes
28272,Travel,No
11889,Technology,Yes
16165,Sports,No
22271,Finance,Yes
15389,Sports,Neutral
1324,Sports,No
24364,Politics,Yes
4926,Politics,Neutral
17200,Fashion,Yes
12625,Sports,Yes
23021,Sports,No
27094,Finance,Yes
7262,Fashion,Neutral
18247,Travel,Neutral
3483,Sports,Yes
4235,Fashion,No
23963,Politics,No
29330,Travel,Yes
16770,Fashion,Yes
26323,Fashion,Neutral
3130,Travel,Yes
21486,Finance,Neutral
15836,Sports,Yes
11555,Politics,No
24459,Technology,Yes
8159,Politics,Yes
23298,Technology,Neutral
14559,Politics,Yes
12382,Travel,Yes
7459,Politics,No
27647,Finance,No
7244,Travel,Neutral
11245,Travel,Yes
12199,Finance,Neutral
14861,Fashion,No
23613,Travel,No
4433,Travel,Neutral
6211,Politics,Neutral
12591,Technology,Yes
21529,Technology,Neutral
12589,Finance,No
19279,Finance,Yes
29478,Sports,Yes
3116,Technology,No
11481,Technology,No
6675,Fashion,Yes
17770,Travel,No
12420,Sports,Neutral
3111,Finance,Neutral
4370,Travel,Yes
24722,Fashion,Yes
29453,Fashion,Neutral
9004,Finance,No
14790,Travel,No
19014,Finance,No
2908,Finance,Yes
21332,Travel,No
14024,Technology,Neutral
11098,Technology,Yes
15449,Technology,Yes
27261,Politics,Neutral
10704,Politics,Neutral
23663,Technology,Neutral
6024,Fashion,Yes
12675,Technology,No
288,Travel,Neutral
24155,Travel,No
22362,Politics,Neutral
25750,Travel,Yes
15443,Travel,No
26374,Fashion,Yes
29040,Finance,Neutral
11155,Fashion,Neutral
15799,Technology,No
28349,Finance,Yes
2511,Fashion,Neutral
14032,Fashion,Neutral
2821,Politics,Yes
7050,Technology,Neutral
3340,Travel,Neutral
26485,Finance,Neutral
9693,Travel,Neutral
29110,Travel,Neutral
21393,Sports,No
8275,Politics,No
15388,Fashion,Neutral
19028,Finance,No
9778,Travel,Yes
13104,Travel,Yes
7653,Finance,No
8526,Finance,No
8151,Technology,Neutral
19811,Technology,No
15262,Technology,Yes
2213,Finance,Neutral
22100,Travel,Neutral
7312,Finance,Neutral
15728,Finance,No
18448,Politics,Neutral
8409,Technology,Yes
9956,Travel,No
14968,Travel,No
888,Politics,Yes
2261,Fashion,Yes
26328,Sports,Neutral
24845,Politics,Neutral
25100,Finance,No
12676,Politics,Neutral
3254,Fashion,Yes
23508,Finance,No
24829,Travel,Neutral
10476,Sports,No
27918,Travel,Neutral
19188,Fashion,Yes
3031,Fashion,Neutral
20398,Politics,No
23549,Sports,No
14909,Sports,Yes
2425,Travel,Neutral
3896,Politics,Yes
8471,Politics,Yes
28072,Technology,Neutral
7514,Politics,Neutral
5228,Travel,Neutral
26175,Technology,Neutral
16857,Technology,Yes
1876,Travel,Yes
4127,Technology,No
5492,Travel,Yes
6029,Travel,Yes
812,Finance,No
5558,Politics,Neutral
18477,Finance,Neutral
25953,Politics,No
13372,Travel,Yes
9437,Technology,Neutral
2614,Fashion,Yes
3583,Technology,Neutral
10087,Sports,No
18986,Finance,Neutral
18010,Fashion,Yes
3435,Fashion,Neutral
12918,Fashion,Yes
14545,Technology,Neutral
18193,Fashion,Neutral
26150,Sports,Neutral
6220,Finance,Neutral
2933,Technology,No
11362,Fashion,Yes
832,Finance,No
10175,Fashion,No
29957,Finance,No
16076,Fashion,Yes
11789,Finance,Yes
5637,Politics,No
6065,Fashion,Neutral
635,Technology,No
25362,Travel,Neutral
21739,Travel,No
10324,Technology,Neutral
8058,Travel,No
21594,Politics,Yes
20781,Sports,Neutral
13132,Sports,Neutral
19773,Technology,Neutral
13126,Sports,No
25532,Politics,No
22362,Sports,Yes
1056,Politics,Yes
25323,Technology,Yes
2213,Fashion,Neutral
23527,Finance,No
12954,Technology,Yes
3838,Sports,Yes
13697,Technology,Yes
11669,Politics,Yes
23336,Politics,No
12189,Finance,No
14411,Politics,No
27081,Finance,Neutral
17065,Finance,Yes
5563,Politics,No
4719,Politics,Yes
8712,Finance,Yes
17000,Sports,Neutral
24863,Sports,Neutral
10651,Travel,Neutral
20581,Fashion,No
22002,Fashion,Neutral
20206,Travel,Neutral
25899,Finance,No
3511,Sports,No
11468,Technology,Yes
16663,Fashion,Yes
19948,Travel,Neutral
22760,Finance,No
28783,Technology,No
23504,Finance,Yes
12871,Finance,No
16306,Politics,Neutral
15813,Finance,Yes
19264,Technology,No
18034,Fashion,Neutral
13546,Sports,No
19541,Technology,No
7580,Politics,No
28781,Finance,Neutral
27510,Sports,Neutral
27940,Finance,Neutral
10928,Fashion,No
8447,Politics,Yes
15367,Travel,Neutral
22657,Sports,No
18154,Sports,No
10690,Sports,No
10453,Politics,No
12054,Finance,Neutral
25716,Sports,Neutral
13018,Technology,Yes
12121,Finance,No
3225,Technology,Neutral
27074,Sports,No
23488,Travel,Yes
19795,Finance,Yes
13335,Sports,Yes
2253,Politics,Yes
4447,Fashion,Yes
631,Politics,Yes
26444,Sports,No
10244,Fashion,Yes
8149,Fashion,Yes
14904,Travel,Neutral
8843,Politics,Neutral
25458,Finance,No
13048,Travel,No
29387,Sports,No
10248,Politics,No
10435,Finance,No
20290,Finance,Yes
1471,Finance,No
19015,Politics,No
8509,Politics,Yes
5006,Politics,No
17365,Fashion,Yes
16569,Finance,No
23172,Fashion,Yes
7406,Technology,Neutral
3232,Sports,Yes
29107,Politics,Neutral
15137,Sports,Neutral
27451,Finance,Yes
27823,Sports,Yes
9707,Finance,Neutral
3000,Politics,Yes
23223,Finance,Neutral
27448,Fashion,Neutral
13859,Politics,Neutral
25041,Sports,Neutral
3837,Technology,Yes
4385,Technology,No
15019,Politics,Neutral
17756,Travel,No
9811,Fashion,Yes
18943,Technology,Neutral
22664,Finance,Neutral
22226,Finance,Neutral
27783,Fashion,No
29503,Travel,No
17874,Sports,Yes
25277,Technology,No
13602,Fashion,Neutral
9916,Finance,Neutral
19366,Sports,No
11550,Fashion,No
9887,Sports,Yes
797,Finance,Neutral
14421,Sports,Yes
1043,Travel,Neutral
5500,Fashion,Neutral
8869,Finance,No
24676,Travel,No
4969,Technology,Neutral
12225,Sports,No
9501,Finance,Yes
10326,Travel,Yes
24002,Technology,Yes
19879,Finance,No
8116,Sports,Yes
16420,Politics,No
22151,Travel,Yes
4404,Politics,Yes
17304,Fashion,Yes
25533,Finance,Neutral
12352,Finance,Neutral
21637,Travel,Yes
23779,Technology,Neutral
9081,Politics,Neutral
26363,Finance,Neutral
23012,Fashion,No
22999,Sports,No
25387,Sports,Neutral
17162,Travel,Neutral
15031,Travel,Neutral
13519,Travel,No
12303,Finance,Neutral
5789,Technology,No
22238,Technology,No
5859,Politics,Yes
24674,Travel,No
7464,Travel,Yes
18586,Politics,Yes
11622,Travel,No
22607,Politics,Neutral
6277,Sports,Neutral
10307,Finance,No
13593,Fashion,Neutral
20930,Politics,Yes
15336,Sports,Neutral
3309,Sports,Neutral
1068,Politics,No
24545,Politics,Yes
11561,Technology,Yes
11160,Fashion,No
17015,Travel,No
28731,Sports,Yes
11473,Technology,No
1358,Finance,Yes
6740,Technology,Yes
5590,Technology,Yes
21369,Technology,Yes
29931,Technology,No
13807,Travel,Yes
11857,Sports,Neutral
12015,Sports,Neutral
29183,Politics,Neutral
10350,Fashion,Yes
12182,Technology,Yes
18797,Travel,Neutral
27038,Technology,Neutral
8254,Politics,No
17998,Finance,Neutral
27601,Travel,No
7197,Travel,Yes
6647,Politics,No
4799,Politics,Yes
1584,Sports,Yes
9341,Technology,Neutral
26078,Travel,Neutral
9469,Travel,Yes
8144,Technology,Neutral
8868,Politics,Neutral
7365,Sports,No
23372,Politics,Neutral
24624,Finance,No
26487,Travel,Yes
22788,Sports,Neutral
6507,Sports,Yes
29566,Travel,Neutral
18356,Technology,Yes
17938,Technology,Yes
16053,Sports,Yes
24513,Travel,Yes
26564,Finance,Neutral
6539,Sports,No
26514,Travel,Neutral
12995,Technology,Yes
8335,Finance,Neutral
1645,Technology,Yes
29059,Sports,Neutral
23014,Technology,Yes
13992,Finance,No
15508,Travel,Yes
24883,Finance,No
19001,Travel,Neutral
18568,Fashion,Neutral
25279,Travel,Yes
28671,Fashion,No
16183,Politics,Yes
4375,Sports,Yes
15720,Finance,No
21410,Finance,Yes
20031,Politics,No
19496,Travel,Yes
25084,Technology,Neutral
10351,Politics,No
19038,Technology,Yes
18751,Fashion,Neutral
4238,Fashion,Neutral
430,Politics,Yes
29262,Politics,No
11203,Finance,Yes
11764,Politics,No
18105,Technology,Neutral
22318,Finance,No
28518,Travel,No
21156,Travel,No
19010,Fashion,Neutral
29237,Technology,No
10468,Travel,Yes
22535,Technology,No
1323,Fashion,Neutral
10815,Fashion,No
27965,Technology,No
22690,Politics,No
19524,Sports,Neutral
23744,Fashion,No
19082,Politics,Neutral
974,Fashion,Yes
10519,Technology,Yes
16798,Technology,No
21962,Politics,Yes
21628,Finance,Yes
8663,Politics,Yes
10849,Fashion,No
16007,Fashion,Yes
6008,Sports,No
20912,Fashion,Neutral
18782,Technology,No
22288,Finance,Yes
111,Technology,Yes
16322,Politics,Yes
21888,Politics,Yes
4369,Finance,No
10795,Politics,Yes
27669,Travel,No
18900,Finance,Neutral
24086,Politics,No
5398,Technology,Yes
23983,Politics,Yes
2653,Travel,Neutral
24727,Finance,No
17609,Travel,Neutral
12221,Fashion,Yes
12244,Sports,Neutral
14017,Finance,No
8940,Politics,Yes
26952,Travel,No
6000,Finance,Neutral
